SessionID,Avg_Session_Duration_Min,Pages_Per_Session,Bounce_Rate_Pct,Scroll_Depth_Pct,Click_Through_Rate_Pct,Cart_Additions,Search_Queries_Per_Visit,Newsletter_Signup_Rate_Pct,Video_Plays,Social_Shares
9394,2.03,3.31,36.44,57.22,5.13,1.97,0.33,0.98,0.52,0.08
9395,8.24,3.35,19.24,0.0,4.61,0.0,1.81,1.29,2.65,1.64
9396,2.21,3.92,45.86,52.57,4.16,0.63,2.1,2.29,1.83,0.91
9397,2.91,2.64,69.33,43.21,4.55,0.89,1.76,2.35,0.06,1.01
9398,9.47,3.56,39.91,24.15,2.93,3.06,1.63,2.46,1.36,0.71
9399,6.9,2.06,52.81,42.85,4.99,2.05,1.34,1.94,3.6,0.0
9400,10.58,0.47,46.76,66.38,3.9,3.15,4.38,1.93,0.66,0.42
9401,3.03,0.15,45.43,56.08,0.91,1.46,2.51,2.65,0.0,0.54
9402,6.94,5.36,27.61,80.38,3.28,1.36,1.56,2.43,2.53,1.52
9403,2.99,7.43,39.17,57.43,2.54,0.09,0.86,4.5,2.72,0.53
9404,7.35,5.28,12.85,55.18,2.97,2.51,0.85,3.12,1.17,0.9
9405,14.88,6.61,55.41,30.06,1.64,3.46,0.72,1.99,0.0,0.0
9406,6.92,0.82,50.44,63.03,1.72,1.89,1.03,1.26,1.03,0.67
9407,4.05,6.86,55.33,47.35,2.27,3.15,2.63,2.36,0.3,0.0
9408,1.28,5.07,40.21,62.55,4.74,2.88,2.39,2.99,1.46,1.12
9409,0.5,6.08,32.34,63.63,4.81,1.63,0.0,3.72,1.42,0.0
9410,10.52,4.72,40.85,65.27,4.21,2.54,2.66,0.88,3.07,3.54
9411,7.49,8.13,74.32,80.07,5.44,2.17,2.15,0.0,0.42,0.0
9412,1.51,7.92,38.45,34.83,5.58,2.59,1.99,4.26,0.0,0.0
9413,7.67,6.78,37.23,75.14,5.29,0.0,2.14,1.04,3.16,0.0
9414,9.55,5.02,45.72,65.55,1.92,0.0,3.02,1.59,4.68,1.76
9415,3.07,2.23,49.65,44.89,5.0,0.84,0.12,1.78,3.46,1.25
9416,9.4,6.32,60.97,43.95,5.94,0.95,1.63,4.27,0.08,0.0
9417,7.78,3.64,73.49,46.93,4.14,0.0,1.52,2.08,2.89,0.29
9418,5.23,6.39,26.89,68.38,2.37,3.06,3.22,4.0,3.87,1.54
9419,8.94,4.85,56.37,51.83,3.71,0.0,0.0,2.8,0.5,0.53
9420,5.17,2.24,29.68,43.92,3.4,2.94,1.09,2.18,2.91,0.27
9421,3.46,3.93,44.37,47.07,5.6,0.94,2.48,3.05,3.94,0.37
9422,9.77,6.64,38.01,50.01,2.75,2.69,0.05,0.0,0.2,0.63
9423,3.98,5.45,43.25,57.55,2.14,1.84,0.0,2.09,0.97,0.8
9424,7.02,6.6,49.94,25.18,7.15,0.74,0.77,0.83,0.0,0.0
9425,4.73,3.21,36.1,48.84,4.44,0.45,1.03,2.14,0.55,0.0
9426,4.11,2.97,28.94,58.11,4.28,0.56,3.09,4.14,0.19,0.0
9427,6.89,2.27,40.02,68.94,1.89,1.23,1.7,0.0,2.55,2.26
9428,7.74,4.19,23.27,46.74,4.76,1.23,1.37,3.81,3.46,0.44
9429,5.74,3.67,49.23,17.04,1.25,0.81,0.0,3.8,0.28,0.16
9430,10.17,2.34,33.11,45.6,4.24,3.69,0.0,3.61,2.47,2.02
9431,4.43,3.22,35.4,73.86,3.04,2.11,0.03,0.0,0.49,0.0
9432,3.73,0.74,41.47,60.49,2.6,2.56,0.0,1.98,2.22,0.69
9433,7.03,3.19,58.46,49.16,0.83,1.2,2.22,1.68,3.49,2.98
9434,4.66,1.95,68.87,60.14,0.0,1.06,0.0,1.56,3.89,1.21
9435,4.6,4.01,69.12,79.16,2.74,1.4,1.3,2.43,3.1,0.02
9436,2.67,2.39,35.82,53.53,5.25,2.88,0.34,0.46,2.61,1.91
9437,9.73,5.59,39.12,23.61,5.0,0.28,0.98,1.4,0.67,1.17
9438,8.54,1.94,49.97,31.27,0.3,2.04,0.86,0.0,0.0,0.12
9439,10.04,2.57,22.42,51.44,4.09,3.02,1.37,2.64,2.26,0.45
9440,6.87,5.71,70.31,45.04,1.69,1.8,0.31,0.41,2.88,2.22
9441,5.73,4.48,65.1,34.66,3.77,3.48,1.15,0.0,2.0,0.01
9442,6.7,6.42,42.77,47.95,0.71,1.64,1.23,0.27,1.36,2.68
9443,2.23,0.67,42.45,41.71,2.16,0.68,0.97,5.86,1.56,2.17
9444,7.47,6.34,41.54,41.9,0.95,1.34,2.58,2.01,0.0,0.78
9445,6.11,5.58,66.73,74.57,3.18,1.33,0.93,0.4,2.19,1.08
9446,14.31,4.74,45.14,76.08,3.62,1.05,3.09,3.01,0.85,0.79
9447,6.15,2.14,39.0,44.59,2.29,1.34,0.11,1.45,0.18,0.09
9448,13.46,5.02,29.16,100.0,6.34,6.39,1.89,0.91,2.9,0.97
9449,7.66,4.25,54.76,49.55,0.0,2.97,2.07,1.84,2.34,0.42
9450,5.64,1.51,78.3,62.62,6.08,7.05,4.21,1.12,2.8,1.07
9451,10.18,5.35,82.3,80.84,1.96,3.12,0.33,0.78,0.0,0.55
9452,10.18,2.3,63.47,100.0,3.26,4.28,2.59,1.75,3.23,0.02
9453,7.14,3.33,34.97,64.81,3.67,0.84,1.76,1.4,0.0,1.62
9454,4.33,7.51,46.11,65.98,0.0,2.68,1.89,2.45,3.1,0.0
9455,5.24,5.12,25.71,12.54,2.18,2.93,1.03,0.1,2.17,0.39
9456,12.13,2.94,69.63,35.04,5.06,1.85,1.26,1.96,1.49,0.0
9457,6.37,3.55,26.17,66.95,1.67,0.0,0.46,0.0,0.0,2.74
9458,6.98,4.14,39.07,60.52,2.48,2.09,2.25,3.16,2.34,0.0
9459,7.58,6.94,40.48,53.45,0.12,1.74,2.47,0.33,0.91,1.62
9460,7.29,5.13,67.45,26.77,4.7,3.29,1.63,0.91,1.68,0.02
9461,8.44,0.54,41.8,41.69,4.27,4.83,0.0,1.75,0.0,0.22
9462,3.13,1.41,62.5,92.51,5.1,4.07,0.93,1.56,0.0,0.34
9463,6.42,3.95,39.54,60.24,5.77,3.0,2.77,3.33,1.88,0.79
9464,6.29,4.92,59.12,29.66,4.18,2.67,0.59,0.0,1.43,1.39
9465,7.44,3.96,51.61,40.67,4.23,2.29,3.66,2.52,3.63,2.29
9466,7.26,1.18,60.53,19.34,4.17,3.83,1.48,1.35,0.84,0.72
9467,11.3,5.74,49.98,61.85,1.05,2.23,0.27,1.51,2.45,0.18
9468,11.34,2.99,50.73,40.14,4.46,2.59,1.61,0.0,1.06,2.3
9469,4.19,1.4,63.69,69.56,7.04,0.81,1.74,0.42,1.86,0.53
9470,1.84,9.53,63.17,68.88,4.29,1.22,0.35,2.49,2.79,0.0
9471,4.38,0.57,52.72,48.0,2.33,0.78,1.34,1.85,3.72,2.55
9472,3.86,0.0,51.73,62.54,5.41,2.55,2.65,2.0,4.51,1.22
9473,7.03,4.81,32.53,25.15,4.64,0.99,1.72,2.1,0.0,1.25
9474,6.36,1.94,19.3,86.47,3.53,1.45,1.98,1.16,4.66,0.0
9475,1.71,3.68,63.4,54.49,6.66,3.5,1.05,4.07,3.28,0.38
9476,6.31,2.09,47.85,53.76,3.84,4.36,0.8,2.25,1.49,1.54
9477,5.54,4.64,59.0,68.05,4.66,0.14,2.94,1.11,1.77,0.31
9478,5.42,4.82,48.24,100.0,4.53,3.13,1.27,3.45,1.51,0.0
9479,9.92,4.06,41.9,36.28,4.82,1.75,1.84,1.93,0.0,2.02
9480,4.62,4.71,58.43,54.55,4.1,2.01,3.27,2.09,1.64,0.11
9481,6.05,3.32,39.93,48.39,5.45,2.31,2.78,1.66,0.93,1.47
9482,5.61,2.45,31.04,38.06,2.65,0.5,0.0,1.15,0.0,0.0
9483,9.05,2.33,19.44,0.0,1.32,3.78,0.83,0.0,2.87,2.55
9484,4.43,4.1,39.04,70.53,3.03,1.45,2.47,3.24,5.07,0.88
9485,6.79,1.92,37.57,74.68,2.26,0.57,1.16,3.88,2.82,0.0
9486,8.66,4.28,70.3,76.14,2.36,1.94,0.69,0.41,0.83,0.28
9487,7.94,6.32,44.95,94.0,1.63,1.73,2.51,4.55,2.01,0.42
9488,5.94,5.72,48.57,47.42,5.05,1.53,2.07,2.3,1.67,1.23
9489,6.54,4.73,59.52,86.19,2.28,0.74,1.65,2.47,3.93,2.06
9490,3.85,1.67,15.53,34.17,5.43,2.48,1.05,1.04,2.52,0.31
9491,2.73,3.46,59.62,45.25,3.2,3.68,1.83,1.35,2.8,1.58
9492,7.35,4.92,84.37,36.11,0.38,0.49,0.0,1.5,0.0,0.0
9493,5.69,1.76,69.55,46.56,5.46,0.62,1.76,2.66,4.62,0.11
9494,10.18,0.72,37.0,67.4,1.66,2.99,0.0,0.0,1.83,0.77
9495,8.07,5.57,53.85,70.43,5.37,3.35,2.41,2.63,3.0,0.69
9496,6.54,6.05,51.58,62.33,4.39,2.77,1.68,0.0,2.21,0.0
9497,9.56,4.77,46.56,70.02,3.6,4.02,1.53,1.32,1.24,0.0
9498,8.18,2.69,54.73,68.63,1.5,2.01,1.31,2.56,5.4,0.63
9499,2.5,4.94,49.89,59.5,1.2,0.63,0.54,1.96,0.0,0.0
9500,3.7,2.33,44.0,48.25,0.78,2.72,0.06,1.52,1.45,0.0
9501,1.05,3.33,57.24,72.03,2.99,2.44,1.66,4.34,0.0,1.12
9502,8.83,4.52,57.83,17.66,3.34,5.47,0.89,0.0,0.3,0.66
9503,8.13,2.6,46.25,30.4,2.92,0.0,1.09,1.4,3.69,0.0
9504,4.6,7.05,68.37,37.13,4.09,0.72,0.0,1.42,1.23,1.09
9505,0.74,5.07,34.4,13.15,4.37,3.86,3.33,3.72,2.34,0.0
9506,3.52,5.89,45.33,62.11,5.29,2.54,0.89,2.65,2.08,0.68
9507,9.04,5.16,38.05,50.14,4.99,3.22,3.64,0.0,2.99,2.01
9508,8.53,3.44,48.96,44.24,3.29,2.34,2.09,0.93,1.88,2.11
9509,8.1,1.15,44.25,56.99,4.97,0.71,1.14,5.27,1.89,1.3
9510,5.79,4.31,38.82,16.31,3.84,3.24,1.67,1.8,0.0,1.3
9511,4.57,3.01,100.0,43.98,2.62,0.62,0.0,3.66,0.0,0.07
9512,8.52,4.11,43.68,26.82,1.86,0.83,0.56,1.06,1.93,1.59
9513,6.25,2.66,57.11,94.97,5.88,1.97,1.78,1.4,1.34,0.0
9514,8.04,2.51,56.75,66.97,4.47,4.17,1.63,2.93,0.91,0.65
9515,8.61,6.46,34.12,54.54,4.45,1.74,0.75,3.86,2.02,0.28
9516,6.41,3.5,53.84,37.23,7.07,2.16,1.21,3.7,0.0,0.56
9517,8.06,3.25,39.06,70.77,5.55,4.61,2.8,1.26,2.84,0.0
9518,7.01,6.27,65.8,40.06,3.33,0.31,0.2,0.0,2.22,0.22
9519,6.46,3.71,18.73,10.2,4.11,5.67,5.0,1.55,2.09,1.66
9520,0.86,1.82,35.38,39.12,2.5,0.72,1.21,1.93,1.38,0.44
9521,6.45,7.61,32.66,97.43,3.44,5.6,0.39,0.0,3.09,0.81
9522,0.5,4.11,36.37,63.36,3.23,2.53,1.47,2.0,2.45,0.0
9523,4.73,5.15,24.49,51.45,1.84,1.8,2.47,2.64,0.73,1.13
9524,6.04,2.48,38.72,59.4,2.73,0.04,1.39,1.71,0.0,1.58
9525,6.06,1.99,41.8,68.05,4.86,1.47,0.0,2.3,4.01,0.7
9526,7.74,5.02,59.29,72.49,4.98,0.93,2.82,1.36,0.42,2.23
9527,2.18,6.41,29.84,80.57,3.82,0.83,0.02,3.54,1.4,0.68
9528,10.35,4.72,31.86,52.06,4.46,1.89,1.56,2.45,1.04,1.06
9529,1.97,0.65,46.88,42.4,1.2,1.99,0.18,1.36,0.19,0.53
9530,8.16,4.57,39.66,100.0,2.69,3.72,0.44,3.03,2.8,0.28
9531,2.97,2.33,62.92,63.49,3.89,1.33,1.34,1.3,1.36,0.0
9532,0.5,3.21,43.23,77.84,3.61,1.88,0.86,2.08,1.3,0.0
9533,2.1,4.26,26.29,64.85,3.54,2.58,1.23,3.03,1.81,0.0
9534,0.5,5.5,31.43,43.74,2.1,2.69,1.37,4.18,1.83,1.01
9535,7.18,4.07,21.2,65.33,1.77,1.82,1.58,1.96,2.86,1.48
9536,6.96,3.54,46.9,62.19,2.52,2.3,1.6,0.0,3.04,0.0
9537,7.57,3.96,73.33,71.82,4.28,3.11,1.94,1.0,1.37,0.24
9538,5.95,3.95,69.67,57.5,2.5,2.62,1.5,0.0,2.91,0.12
9539,1.35,7.77,38.35,53.69,2.03,0.0,0.91,0.46,3.31,0.43
9540,3.14,4.38,60.66,31.62,3.71,3.42,1.88,0.0,3.4,1.17
9541,5.43,2.17,46.88,88.13,1.57,1.13,2.99,4.64,1.07,0.0
9542,12.08,2.64,22.64,64.74,4.64,2.64,1.43,4.28,1.24,0.76
9543,1.68,5.57,43.53,49.07,4.0,4.06,4.31,4.98,3.81,0.7
9544,2.95,2.56,46.47,45.55,4.74,0.11,1.2,0.8,3.65,0.0
9545,4.54,3.7,46.85,46.6,2.54,1.99,0.86,1.94,2.58,0.0
9546,5.75,4.63,63.55,34.45,3.82,4.39,1.84,2.55,2.74,0.0
9547,6.76,4.64,64.93,28.25,4.3,3.67,1.85,0.0,3.59,1.5
9548,6.04,2.88,30.43,85.83,2.45,1.41,0.93,3.0,0.0,0.04
9549,2.16,4.26,54.41,41.1,1.26,2.47,1.72,2.33,4.39,0.12
9550,8.86,6.04,14.01,30.36,1.34,2.03,1.66,2.11,0.0,0.91
9551,3.96,1.14,59.79,75.09,5.39,5.38,3.91,2.24,2.35,0.0
9552,10.53,4.59,47.14,63.43,1.33,2.12,1.09,2.57,1.61,1.18
9553,7.28,2.9,25.78,75.95,5.05,3.75,2.44,1.67,0.16,0.0
9554,12.58,5.1,34.73,94.53,2.15,1.53,0.59,1.53,0.4,1.47
9555,5.22,3.93,21.33,51.75,5.5,2.68,1.97,2.29,1.96,1.64
9556,7.99,4.32,51.2,35.66,4.28,1.73,3.2,1.4,4.2,2.23
9557,6.35,1.16,44.66,35.52,5.38,0.25,1.81,0.81,2.57,0.0
9558,8.72,4.65,24.87,26.84,4.16,2.05,1.62,1.85,3.05,0.0
9559,10.09,6.16,32.45,49.06,3.3,4.32,3.15,2.32,3.69,1.57
9560,6.77,4.42,52.5,66.79,2.63,5.86,0.0,3.54,2.37,1.6
9561,10.06,3.24,43.35,39.03,4.2,1.06,3.17,0.54,1.89,1.72
9562,5.54,5.73,62.73,83.82,0.37,0.06,0.0,3.73,2.52,0.56
9563,4.59,7.78,28.85,76.57,5.12,3.0,1.79,2.08,1.86,0.0
9564,7.81,3.11,35.87,34.63,6.47,0.0,0.65,4.0,2.72,0.1
9565,1.39,8.28,59.96,36.34,4.85,2.94,2.02,1.38,0.0,0.13
9566,8.99,6.73,41.91,85.79,3.5,0.49,3.05,3.42,3.75,0.62
9567,5.04,5.09,45.08,50.79,1.75,3.54,1.37,4.59,3.75,0.0
9568,5.93,5.45,65.04,26.1,3.83,0.46,1.59,1.79,0.94,0.47
9569,4.06,5.32,32.41,66.3,4.08,1.13,2.11,5.29,0.98,2.7
9570,4.24,2.76,30.5,100.0,0.99,2.96,2.33,2.38,0.56,0.82
9571,8.96,5.81,57.82,63.0,5.51,1.33,2.81,0.0,0.0,0.0
9572,4.01,6.24,58.83,78.63,3.32,3.25,1.98,4.41,2.6,0.1
9573,3.23,4.37,48.68,67.92,5.57,2.74,3.17,2.32,4.8,0.0
9574,0.88,3.75,47.64,57.23,4.11,0.0,0.97,1.4,3.02,2.01
9575,9.64,0.0,43.71,80.13,5.17,2.17,1.95,0.41,5.54,1.42
9576,4.6,5.9,49.25,36.49,1.24,3.23,2.5,0.0,2.4,1.75
9577,3.69,3.83,19.11,82.18,4.65,2.01,3.1,2.75,1.39,0.79
9578,3.74,7.4,35.26,64.3,4.9,3.45,1.93,0.0,1.57,1.03
9579,9.04,4.18,47.83,40.31,1.37,3.01,1.9,1.55,0.41,3.1
9580,11.29,5.37,41.83,55.87,2.17,4.11,0.55,1.39,1.24,1.0
9581,8.22,5.96,28.49,13.93,4.65,0.91,0.85,4.13,2.75,0.89
9582,10.09,4.74,41.69,61.28,0.92,0.62,0.28,0.0,1.19,0.94
9583,7.93,2.18,31.04,37.03,2.22,3.56,2.14,2.78,0.29,2.55
9584,8.63,5.66,69.64,35.46,5.13,1.24,3.48,0.0,4.27,0.75
9585,8.81,2.53,49.41,70.44,2.15,0.73,0.26,0.0,0.0,1.46
9586,4.34,0.0,34.42,36.64,4.07,2.68,2.14,4.05,2.78,0.0
9587,6.47,6.31,14.88,70.32,3.04,2.52,2.28,2.8,1.03,0.0
9588,9.69,4.69,22.19,44.69,1.52,3.26,0.39,1.71,0.42,1.23
9589,7.62,6.94,47.81,29.48,2.28,0.61,0.79,1.06,1.15,0.0
9590,3.24,3.87,39.12,53.72,3.6,2.33,0.77,3.55,2.13,0.0
9591,6.04,2.24,71.33,45.94,5.58,4.08,0.0,0.0,2.26,0.0
9592,7.81,3.63,53.35,75.63,2.37,3.77,1.43,1.52,1.29,0.48
9593,7.19,6.17,49.53,100.0,3.54,1.77,0.4,2.5,0.0,0.7
9594,0.5,2.08,46.45,71.67,5.72,4.36,4.61,2.06,0.7,0.76
9595,9.28,4.26,50.44,68.08,4.71,2.48,1.53,1.2,2.6,1.6
9596,9.73,5.27,32.09,77.87,5.25,2.29,2.85,1.78,1.48,0.0
9597,4.09,7.67,40.91,62.16,3.91,0.63,0.0,3.4,1.32,0.0
9598,9.75,5.99,26.6,81.83,4.61,1.34,2.64,4.15,4.82,1.55
9599,5.41,3.05,55.36,74.55,4.51,3.25,1.54,2.36,1.86,1.53
9600,1.65,1.01,34.27,8.06,4.42,1.17,2.2,2.01,1.62,0.0
9601,2.73,5.38,61.67,46.4,2.03,0.0,0.0,2.52,0.94,0.0
9602,2.04,1.86,46.2,37.18,5.05,1.21,2.13,0.91,2.65,1.14
9603,10.41,2.45,45.6,81.92,2.64,3.28,1.55,3.67,1.81,0.64
9604,9.48,5.63,40.99,28.95,3.58,4.4,2.71,0.38,1.1,0.0
9605,4.6,0.67,14.68,92.9,1.75,1.52,0.46,1.12,1.39,0.73
9606,4.98,6.05,33.56,65.89,3.62,5.91,1.75,3.11,1.4,0.02
9607,5.5,3.57,19.28,39.07,2.1,1.38,1.6,4.57,2.4,1.83
9608,5.3,5.17,51.0,24.36,3.26,1.1,0.82,4.69,0.15,1.35
9609,6.32,2.77,47.0,26.37,4.29,3.13,2.63,2.37,0.5,1.17
9610,6.75,5.31,41.93,70.41,1.54,4.18,1.42,0.98,3.2,0.0
9611,4.04,2.21,63.01,41.85,4.2,3.26,0.46,0.76,2.74,1.17
9612,5.09,6.19,41.41,83.89,2.79,0.66,0.96,0.46,1.97,0.02
9613,5.34,3.19,37.47,28.58,5.24,2.88,0.05,2.54,0.0,1.62
9614,7.08,4.78,45.09,60.48,3.23,0.96,1.38,2.69,0.17,1.25
9615,1.36,5.05,37.26,75.94,4.3,3.66,1.75,1.53,2.3,0.49
9616,5.08,5.64,40.66,49.93,1.85,3.65,0.84,0.0,1.82,0.37
9617,1.25,1.51,49.38,76.59,4.78,0.94,0.32,2.7,0.0,0.08
9618,4.01,2.13,72.42,66.6,4.6,1.4,0.0,2.1,0.0,0.71
9619,5.67,1.76,42.49,43.06,5.54,0.6,0.73,0.0,0.44,0.2
9620,9.69,2.09,19.03,31.38,1.27,2.9,1.5,2.2,3.6,1.83
9621,5.43,7.53,51.26,65.57,4.82,3.49,1.49,0.0,2.18,0.0
9622,7.41,5.02,52.66,23.63,4.0,1.88,1.87,3.59,0.95,0.3
9623,4.75,0.0,51.87,77.37,2.05,3.71,1.13,0.66,1.74,0.2
9624,7.95,1.81,56.55,100.0,5.64,1.66,0.8,1.64,3.95,1.2
9625,8.55,6.18,75.33,92.66,3.5,1.91,0.67,2.97,1.46,1.28
9626,8.92,5.42,53.11,62.26,1.77,5.03,0.95,1.9,2.4,1.83
9627,4.93,1.51,79.88,49.67,0.82,3.04,3.26,0.67,1.43,1.06
9628,3.31,2.83,48.44,88.81,2.49,4.86,1.93,3.74,1.54,0.48
9629,6.19,3.0,37.56,20.03,3.59,4.31,2.58,1.14,1.46,2.08
9630,8.35,2.91,43.28,77.55,3.87,2.19,0.69,0.11,0.0,1.41
9631,7.67,3.91,62.95,57.86,1.6,4.97,0.11,1.79,2.28,0.48
9632,1.51,6.86,64.83,45.54,3.41,2.96,2.33,1.54,3.7,0.61
9633,8.22,5.7,49.31,38.3,3.57,2.13,1.01,0.0,1.68,0.91
9634,6.38,2.58,23.63,70.61,4.61,3.79,1.58,2.77,1.49,0.5
9635,9.61,5.22,25.45,93.97,4.07,2.6,3.73,1.21,1.92,0.92
9636,8.46,3.99,33.9,48.69,0.9,3.08,0.26,2.14,1.59,2.0
9637,8.23,3.65,69.69,47.93,5.53,3.89,1.05,1.38,0.97,0.52
9638,6.42,3.82,58.71,75.98,4.28,1.21,0.4,3.14,4.39,0.0
9639,3.35,3.41,4.01,75.96,4.0,0.61,3.02,2.43,2.55,3.36
9640,3.51,1.04,48.55,68.19,5.33,0.19,1.39,1.72,2.32,1.68
9641,6.58,0.66,27.25,56.65,4.21,0.56,3.31,2.64,1.37,1.33
9642,9.31,1.04,63.14,36.12,4.8,2.14,2.06,1.7,1.51,1.02
9643,13.16,3.91,42.35,46.38,1.69,0.0,1.12,0.74,0.88,0.41
9644,6.2,3.57,34.88,86.63,6.38,4.68,0.98,3.49,0.44,0.62
9645,9.78,1.99,34.63,35.33,4.7,1.51,0.54,1.62,2.86,0.67
9646,8.36,3.56,52.75,48.8,1.46,1.11,0.06,1.89,2.92,1.28
9647,0.5,4.71,28.62,20.4,3.03,3.51,3.13,2.23,3.28,0.34
9648,3.32,2.06,74.08,81.86,4.46,0.45,1.19,3.64,3.32,0.25
9649,7.07,1.65,47.51,52.48,2.75,2.13,1.96,4.02,2.21,3.22
9650,9.5,8.22,44.2,69.27,0.0,0.0,0.0,1.58,0.0,1.08
9651,6.31,4.69,40.57,69.0,1.17,3.65,1.97,2.77,2.06,0.27
9652,10.01,4.65,65.64,53.57,1.46,4.33,0.27,1.62,1.92,0.76
9653,0.5,1.09,36.43,52.19,3.53,3.61,1.4,1.84,1.76,0.36
9654,1.94,6.73,44.22,55.44,7.53,2.23,3.16,1.14,0.97,0.0
9655,6.92,6.73,49.24,90.35,1.54,1.44,2.09,1.71,1.08,0.57
9656,3.52,5.61,66.02,41.73,1.41,0.0,1.93,4.64,0.0,1.71
9657,4.62,6.54,37.62,80.55,2.38,0.62,0.0,1.78,3.31,0.0
9658,2.76,4.48,80.31,61.22,6.2,1.99,0.78,0.0,5.35,0.0
9659,8.66,2.87,42.31,15.96,3.94,3.04,1.08,0.0,2.8,2.4
9660,6.31,3.05,18.65,84.36,3.23,3.24,0.0,1.69,1.37,0.38
9661,2.82,5.32,61.85,48.33,2.79,1.94,2.53,2.06,0.77,1.53
9662,5.03,7.75,51.9,52.35,1.83,2.95,0.59,2.02,0.0,0.0
9663,7.94,0.0,81.16,52.65,2.29,4.25,1.8,1.88,2.11,0.0
9664,2.28,2.22,31.26,46.52,5.58,1.5,2.94,2.33,2.67,0.75
9665,4.91,0.0,35.9,35.99,0.87,5.33,0.87,2.8,0.44,0.72
9666,5.92,7.05,48.21,50.72,2.43,1.76,0.0,2.72,0.0,0.7
9667,8.9,4.01,35.18,39.86,1.02,0.0,0.5,1.04,3.3,0.62
9668,7.85,2.12,13.95,87.33,3.13,3.26,1.78,1.75,2.79,1.74
9669,2.32,4.98,58.38,38.45,3.72,4.36,0.0,2.03,2.05,1.19
9670,6.28,7.1,49.16,73.48,1.74,0.0,1.41,1.64,2.24,1.62
9671,6.03,5.47,46.49,36.24,3.89,3.91,0.58,0.96,0.0,0.65
9672,4.28,4.28,26.8,65.46,2.92,2.54,0.0,1.51,1.34,1.36
9673,7.4,7.56,69.25,54.35,2.66,3.33,2.42,0.5,1.51,0.66
9674,7.57,6.52,43.42,43.71,3.09,3.53,0.14,2.62,0.85,0.44
9675,5.91,5.77,36.32,65.29,2.38,0.0,1.28,1.93,2.4,1.18
9676,8.88,3.72,38.41,100.0,1.08,2.05,2.76,3.38,0.26,1.55
9677,6.46,2.09,42.93,90.64,3.71,2.63,4.87,2.49,0.96,1.47
9678,6.48,1.61,39.89,49.33,3.49,3.69,1.73,2.4,3.67,0.97
9679,8.36,7.7,53.76,75.93,3.6,2.82,0.74,2.1,0.86,0.5
9680,7.3,3.0,74.02,45.65,4.2,0.0,5.99,1.04,1.33,0.6
9681,7.02,5.44,49.65,41.7,4.19,3.79,1.33,3.82,0.0,1.28
9682,6.3,0.76,51.34,24.31,1.0,1.37,2.63,4.7,3.14,0.88
9683,8.13,3.27,28.02,61.58,3.19,3.96,0.76,0.09,1.25,1.57
9684,8.95,1.79,38.47,29.18,3.54,3.44,0.49,2.26,0.05,0.0
9685,4.17,4.55,27.35,51.02,2.73,2.18,1.92,1.78,1.74,1.01
9686,9.59,8.93,35.91,56.53,3.0,0.83,0.33,4.31,0.0,1.4
9687,11.51,2.15,42.95,41.44,0.26,0.74,0.0,0.08,1.56,2.49
9688,6.7,3.32,4.8,81.89,4.27,2.06,0.45,4.89,1.62,0.55
9689,4.76,5.23,67.49,51.96,5.51,0.0,0.36,2.53,0.82,1.16
9690,4.34,7.99,29.48,66.99,2.02,4.65,1.13,2.88,1.47,0.62
9691,4.27,1.48,61.13,33.1,6.16,2.2,3.33,1.69,1.39,0.0
9692,3.38,2.1,19.14,15.9,4.64,0.39,0.48,3.98,3.33,1.38
9693,3.99,4.48,38.83,54.78,5.67,0.17,2.08,1.76,1.34,0.68
9694,9.64,9.04,22.72,31.8,1.48,1.32,0.7,0.6,1.42,0.0
9695,5.46,3.94,55.98,53.71,5.18,3.78,3.45,0.09,3.0,0.0
9696,1.98,2.98,56.85,57.02,2.65,0.0,0.0,4.51,3.18,0.06
9697,3.72,6.62,57.82,28.8,1.79,0.91,1.98,0.94,1.88,0.0
9698,12.79,4.35,66.83,41.98,1.57,1.79,1.28,1.65,2.6,1.84
9699,10.4,5.33,47.39,79.1,4.3,1.39,2.04,0.55,0.79,1.84
9700,5.78,3.63,70.37,64.11,2.88,2.19,0.0,2.55,0.0,1.31
9701,7.23,2.98,29.82,16.33,4.74,1.52,2.27,3.47,2.53,0.15
9702,0.5,3.12,47.47,78.38,4.54,0.13,3.89,0.32,0.19,0.0
9703,6.85,6.82,74.35,60.28,3.15,3.04,0.48,1.94,3.1,0.79
9704,0.5,4.83,64.17,73.01,3.59,2.17,0.0,3.4,1.96,0.3
9705,3.74,6.82,56.39,46.67,5.94,3.18,0.74,2.48,0.43,0.0
9706,7.84,4.6,38.43,10.85,3.99,2.54,2.47,0.63,0.0,0.0
9707,6.53,5.8,59.29,72.12,2.23,4.7,2.94,2.54,1.28,0.0
9708,1.07,0.43,47.55,21.72,5.09,2.58,1.3,0.0,2.57,1.23
9709,10.7,2.25,40.2,44.64,4.44,3.6,3.15,1.39,0.0,1.75
9710,5.9,5.5,61.23,79.31,3.14,1.88,3.44,1.87,0.0,0.23
9711,0.5,4.43,50.33,100.0,4.94,0.0,2.67,1.97,0.0,0.3
9712,4.47,3.14,60.77,61.74,3.78,5.92,0.81,2.38,0.34,0.0
9713,8.7,5.84,9.42,68.61,2.55,2.25,1.25,0.0,0.67,2.07
9714,7.86,2.35,13.85,28.54,6.61,0.0,3.14,2.7,0.6,0.73
9715,3.54,3.75,58.52,43.91,4.82,1.27,1.84,1.18,2.78,0.0
